"x0_1","x0_2","z0_1","z0_2","p_12","p_21","r","rinv","time_intervention","omega_1","omega_2","R0_1","R0_2","RC_1","RC_2","As","AsA1","AsA2","S","SA1","SA2","AIGR","AIGR_area1","AIGR_area2","AIGR_year","AIGR_year_area1","AIGR_year_area2","AIG","AIG_area1","AIG_area2","AIG_year","AIG_year_area1","AIG_year_area2"
0.299676417443419,0.378628656081181,671.054554397841,847.849444598963,0.197478534534469,0.15584335033017,0.00613496932515337,163,3,0.335664048623666,0.360270782529179,1.19196372458291,1.79581532414364,0.791864354976866,1.14883553203652,17352.730624327,7456.56279035021,9896.1678339768,15996.3381485216,6872.20026840904,9124.13788011258,0.0847939361628674,0.0850328132355853,0.0846140165797989,0.00471077423127041,0.00472404517975474,0.00470077869887772,1356,584,772,75,32,43
0.173235838624408,0.17902940148848,564.563224088474,583.444031636564,0.126042829226959,0.346907782183925,0.00892857142857143,112,3.5,0.273242431598541,0.192958369330131,1.18647658489826,1.25602745716671,0.862280837805927,1.01366644719795,10501.2634604139,5055.54429271822,5445.71916769565,9323.8760026772,4506.07689355605,4817.79910912115,0.126276610435253,0.121939197253367,0.130333383429316,0.00601317192548826,0.00580662844063654,0.0062063515918722,1177,549,628,56,26,30
0.336031064158572,0.312233943422003,1214.36968730573,1128.37019157457,0.334309649963595,0.377682034735545,0.0099009900990099,101,3.5,0.379414379804209,0.130360997253004,1.73046647809887,1.20307368989747,1.07390261253901,1.04623980391358,31924.3409675913,16412.4149886545,15511.9259789369,30966.1113805988,15909.0413253438,15057.0700552551,0.0309444597422985,0.0316407288796725,0.0302087937435751,0.00147354570201421,0.0015067013752225,0.00143851398778929,958,503,455,46,24,22
0.484701796802594,0.476704123634653,1823.87789518502,1793.78355800669,0.209775586044695,0.209996573384223,0.0103092783505155,97,1.5,0.354385244095128,0.168279893125733,1.96956967040662,1.88182281526895,1.27158324199721,1.56514987303393,27232.3314202032,13414.7029114247,13817.6285087785,26787.884147604,13189.9859224251,13597.898225179,0.0165913541416802,0.0170369392599246,0.0161591357694316,0.00184348379352002,0.00189299325110274,0.00179545952993684,444,225,220,49,25,24
0.181072832258977,0.205238569239122,386.500489909512,438.082326153682,0.114376149424969,0.182414934198675,0.00584795321637427,171,4,0.15491247067902,0.186768719073466,1.1612879094419,1.32430421264129,0.981389930220581,1.07696561118268,13114.521255671,6128.86324072677,6985.65801494421,12264.0760323041,5747.45897901405,6516.61705329005,0.0693444187011536,0.0663605017635362,0.0719761431151397,0.00288935077921473,0.00276502090681401,0.00299900596313082,850,381,469,35,16,20
0.345745365936647,0.424601327878175,1417.94447827951,1741.3425244442,0.189749780886224,0.115796438993141,0.0112359550561798,89,4,0.175624868473073,0.355985396682739,1.32512603252028,1.88193806142244,1.09240094734866,1.21199559409463,55475.5193468647,25319.5197386998,30155.999608165,52908.296699066,24105.5775982405,28802.7191008255,0.0485221186083668,0.0503593882167724,0.0469844705495403,0.00202175494201528,0.00209830784236552,0.00195768627289751,2567,1214,1353,107,51,56
0.387428749046746,0.404031849574088,1104.77729220361,1152.12207105111,0.166000165747583,0.391100172294769,0.0078125,128,1.5,0.167810359810863,0.129349049050687,1.56702807043411,1.79312486272188,1.30406452610084,1.56118586689966,17835.558413896,8681.45956346141,9154.09885043457,17723.2282126626,8626.11836045941,9097.10985220315,0.00633802148714449,0.00641553949174601,0.00626451688033845,0.000704224609682721,0.000712837721305112,0.000696057431148717,112,55,57,12,6,6
0.259410053134396,0.260771110428612,573.846481176087,576.857304887537,0.386500247678615,0.38891337927141,0.00606060606060606,165,3.5,0.132175195847987,0.144319221282657,1.3310723424065,1.37204481947652,1.15513759486108,1.17403237956476,19346.5456000692,9651.30935082314,9695.23624924603,19008.073669979,9483.00399456775,9525.06967541122,0.0178067454896693,0.0177481055952102,0.0178651264120504,0.000847940261412824,0.0008451478854862,0.000850720305335733,338,168,170,16,8,8
0.44890165850602,0.4482386471109,999.079910699374,997.604306069991,0.39054212548685,0.377989338952897,0.00609756097560976,164,3.5,0.138765516187414,0.393427788315271,1.82378460184559,1.80340526574606,1.57070619015583,1.09389552060747,33986.6285344628,17209.7477440047,16776.8807904581,33236.279592243,16824.6637242906,16411.6158679524,0.022576201410791,0.0228880663545233,0.0222564874442987,0.00107505721003767,0.00108990792164397,0.00105983273544279,750,385,365,36,18,17
0.325463338033707,0.263455899812706,1131.37255602193,915.822889825121,0.174148065222951,0.119282243886054,0.00952380952380952,105,1.5,0.355539909707382,0.124658545614046,1.61586764819464,1.22992733795392,1.04136221045644,1.07660638479363,12465.5284723829,6642.53815513024,5822.99031725267,12127.6708895941,6472.63695682134,5655.03393277279,0.027858406273102,0.0262491468998355,0.0297003318594633,0.00309537847478911,0.0029165718777595,0.0033000368732737,338,170,168,38,19,19
