"original","bias","std. error","min. c.i.","max. c.i.","X","index"
0.0225864635303301,-0.000245383255591196,0.0105182301998934,0.00153211374395542,0.0441131820436002,"rinv*time_intervention","second order"
0.0223937836841242,-0.000100247685870945,0.0104223745853428,0.00100729680884946,0.0441924552419108,"rinv*R0_1","second order"
0.022766585921227,-4.28884373107827e-05,0.0104866605960061,0.00136305712050827,0.0441142460205237,"rinv*R0_2","second order"
0.0247334020887595,-9.66237428140157e-05,0.0104592951831093,0.00377559343781649,0.0465687948990824,"rinv*omega_1","second order"
0.0226215519708395,-0.000294862908964227,0.0104670967716514,0.00137612613240391,0.0436921935528733,"rinv*omega_2","second order"
0.0233240122831295,-0.000173444399882004,0.0105023798317283,0.00193922043671749,0.0450423485650703,"rinv*p_12","second order"
0.022360784537742,-0.000179726990126323,0.0104893051101988,0.000970129817096654,0.0441634333338983,"rinv*p_21","second order"
0.0270020598951771,-0.000418384160617208,0.0106113286355829,0.00473439388433672,0.0495851677398754,"time_intervention*R0_1","second order"
0.0213590679634242,-0.000246595512566592,0.0110051271509859,-0.000751209519323122,0.0427915350801822,"time_intervention*R0_2","second order"
0.0269850963228339,-0.000314206881043992,0.0103315459753197,0.00489827603995573,0.0480960146981787,"time_intervention*omega_1","second order"
0.0255627210733397,-0.000406224232486728,0.0103035697521677,0.0062373381422766,0.0472556846386659,"time_intervention*omega_2","second order"
0.0220221708095597,-0.000284955028494134,0.0104947859590183,0.00144599239373464,0.0425183877934886,"time_intervention*p_12","second order"
0.0227587831057323,-0.000129650331814658,0.0103836027594425,0.00171527235591278,0.0434191351964321,"time_intervention*p_21","second order"
0.0517404268956278,-0.000601214756056498,0.0102829966022625,0.0316691224245069,0.0724190747695002,"R0_1*R0_2","second order"
0.0339818813162767,-0.000348762711165948,0.0110701957910619,0.0129830212478051,0.0555913842700107,"R0_1*omega_1","second order"
0.0228629945347227,0.00026471694471035,0.0113901305300902,-0.00281030777892648,0.04698640175799,"R0_1*omega_2","second order"
0.0261119271098279,-4.44386915805089e-05,0.0104758730195869,0.00551144857133106,0.0467650821307828,"R0_1*p_12","second order"
0.0279465316991223,-0.000266588247543886,0.0104227351821739,0.00702620319346733,0.0489055226838926,"R0_1*p_21","second order"
0.0239361834688773,1.87733336015107e-05,0.0107085981435947,0.00173811789596671,0.0457094483931778,"R0_2*omega_1","second order"
0.0327136508214663,-9.03623249582167e-05,0.00998485577748306,0.0110540394736794,0.0537240256600036,"R0_2*omega_2","second order"
0.0293836774275035,-9.82202821771458e-05,0.0107783943700531,0.00684264164043195,0.0510902617981648,"R0_2*p_12","second order"
0.0245793170227069,-9.89343811064122e-05,0.0104324771286209,0.00358970156458228,0.0449375300253085,"R0_2*p_21","second order"
0.0272896372610042,-0.000145970109724381,0.0106432893925892,0.00352821159035204,0.0499703070643417,"omega_1*omega_2","second order"
0.0243927983394894,-0.000576776796618588,0.0103944820008624,0.00411534267983069,0.0474122888425941,"omega_1*p_12","second order"
0.0224930069297675,1.76535223022946e-05,0.0103720704971923,0.00104810966485263,0.0434078704812802,"omega_1*p_21","second order"
0.0259510751271521,0.000229099755275543,0.00994846675029877,0.00675422673873467,0.0443575674584133,"omega_2*p_12","second order"
0.0223639154625273,7.40658962502527e-05,0.0105089299130207,0.000492714300597732,0.0434653251966256,"omega_2*p_21","second order"
0.0246288344167014,-0.000278001769992348,0.0104504715797336,0.00415523842423703,0.0463363439126194,"p_12*p_21","second order"
